block_id,drug_row,drug_col,conc_r,conc_C,response,conc_r_unit,conc_c_unit,cell
17,GSK269962,Trametinib,100,10,89.8448323635356,nM,nM,CAL-85-1
17,GSK269962,Trametinib,100,30,68.3568855638681,nM,nM,CAL-85-1
17,GSK269962,Trametinib,300,0,97.1390967026877,nM,nM,CAL-85-1
17,GSK269962,Trametinib,300,0.03,105.119146577999,nM,nM,CAL-85-1
17,GSK269962,Trametinib,300,0.1,87.1224715987808,nM,nM,CAL-85-1
17,GSK269962,Trametinib,300,0.3,80.8880576336935,nM,nM,CAL-85-1
17,GSK269962,Trametinib,300,1,83.7974508174009,nM,nM,CAL-85-1
17,GSK269962,Trametinib,300,3,91.3410917151566,nM,nM,CAL-85-1
17,GSK269962,Trametinib,300,10,69.9154890551399,nM,nM,CAL-85-1
17,GSK269962,Trametinib,300,30,68.3984483236354,nM,nM,CAL-85-1
17,GSK269962,Trametinib,1000,0,82.8830701025215,nM,nM,CAL-85-1
17,GSK269962,Trametinib,1000,0.03,81.2205597118315,nM,nM,CAL-85-1
17,GSK269962,Trametinib,1000,0.1,97.3884732612912,nM,nM,CAL-85-1
17,GSK269962,Trametinib,1000,0.3,86.4574674425048,nM,nM,CAL-85-1
17,GSK269962,Trametinib,1000,1,73.7600443336104,nM,nM,CAL-85-1
17,GSK269962,Trametinib,1000,3,92.421723469105,nM,nM,CAL-85-1
17,GSK269962,Trametinib,1000,10,77.2513161540593,nM,nM,CAL-85-1
17,GSK269962,Trametinib,1000,30,68.3984483236354,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,0,0,103.373510667775,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,0,0.03,105.784150734275,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,0,0.1,109.504017733444,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,0,0.3,108.922139096703,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,0,1,100.090052646162,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,0,3,97.0767525630368,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,0,10,92.1307841507343,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,0,30,74.8822388473261,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1,0,114.034358548074,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1,0.03,92.5256303685231,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1,0.1,139.865613743419,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1,0.3,112.766694375173,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1,1,99.6952064283735,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1,3,102.355223053477,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1,10,91.4034358548074,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1,30,62.4134109171516,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,3,0,102.168190634525,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,3,0.03,126.066777500693,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,3,0.1,122.824882238847,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,3,0.3,116.13327791632,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,3,1,95.1025214740925,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,3,3,106.345247991133,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,3,10,87.2471598780826,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,3,30,55.1814907176503,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,10,0,137.247159878083,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,10,0.03,96.681906345248,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,10,0.1,129.287891382654,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,10,0.3,112.247159878083,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,10,1,98.1366029371017,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,10,3,99.3627043502355,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,10,10,92.5256303685231,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,10,30,50.5472430036021,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,30,0,107.280410085896,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,30,0.03,88.826544749238,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,30,0.1,85.9379329454142,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,30,0.3,111.311997783319,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,30,1,110.501523967858,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,30,3,110.792463286229,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,30,10,62.7251316154059,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,30,30,48.3028539761707,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,100,0,104.267110002771,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,100,0.03,110.065114990302,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,100,0.1,108.319479080078,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,100,0.3,109.71183153228,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,100,1,105.597118315323,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,100,3,89.2006095871432,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,100,10,109.732612912164,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,100,30,39.159046827376,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,300,0,104.558049321142,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,300,0.03,92.6295372679412,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,300,0.1,101.025214740925,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,300,0.3,92.3385979495705,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,300,1,83.4649487392629,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,300,3,81.9479080077584,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,300,10,81.3868107509005,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,300,30,37.2887226378498,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1000,0,107.30119146578,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1000,0.03,83.1116652812413,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1000,0.1,94.0218897201441,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1000,0.3,83.132446661125,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1000,1,82.7583818232197,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1000,3,76.4824050983652,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1000,10,74.1964533111665,nM,nM,CAL-85-1
18,Navitoclax,Trametinib,1000,30,37.2887226378498,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,0,0,89.3295592930257,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,0,0.03,100.74383701412,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,0,0.1,84.471579501695,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,0,0.3,101.73123128065,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,0,1,91.047625316789,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,0,3,86.9795609386828,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,0,10,76.829147878748,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,0,30,55.7976500016457,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1,0,107.023664549255,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1,0.03,99.8749300595728,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1,0.1,118.576177467663,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1,0.3,107.339630714544,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1,1,98.7887963663891,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1,3,97.4854359345687,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1,10,95.1946812362176,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1,30,55.2052134417273,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,3,0,107.438370141197,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,3,0.03,112.019879537899,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,3,0.1,103.370305763091,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,3,0.3,106.984168778593,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,3,1,105.285850640161,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,3,3,107.951815159793,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,3,10,96.6757726360136,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,3,30,72.6623440739887,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,10,0,102.244676299246,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,10,0.03,115.140045420136,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,10,0.1,123.434157258994,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,10,0.3,105.108119672185,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,10,1,100.506862390152,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,10,3,82.5757825099562,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,10,10,108.050554586446,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,10,30,52.2825264127966,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,30,0,108.465260178389,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,30,0.03,125.132475397426,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,30,0.1,114.567356745548,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,30,0.3,121.577856037916,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,30,1,96.9127472599809,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,30,3,78.9224237237929,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,30,10,79.6925912516868,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,30,30,34.0947240233025,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,100,0,113.303492084389,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,100,0.03,103.824507125695,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,100,0.1,104.377447914952,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,100,0.3,113.066517460422,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,100,1,86.2291412961195,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,100,3,68.7325148931969,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,100,10,56.5678175295395,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,100,30,26.2153177763881,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,300,0,81.311917848797,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,300,0.03,90.790902807491,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,300,0.1,70.4505809169601,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,300,0.3,67.3106671493928,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,300,1,51.038409636968,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,300,3,34.3316986472699,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,300,10,24.4577559819636,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,300,30,34.0157324819801,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1000,0,34.627916927229,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1000,0.03,36.5039660336372,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1000,0.1,33.2060691834249,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1000,0.3,20.0934733238982,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1000,1,29.8686765625514,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1000,3,18.8493565480696,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1000,10,12.7472599809104,nM,nM,CAL-85-1
19,Ponatinib,Trametinib,1000,30,12.7472599809104,nM,nM,CAL-85-1
20,Olaparib,Trametinib,0,0,93.7135898364217,nM,nM,CAL-85-1
20,Olaparib,Trametinib,0,0.03,84.7875456669848,nM,nM,CAL-85-1
20,Olaparib,Trametinib,0,0.1,96.5967810946911,nM,nM,CAL-85-1
20,Olaparib,Trametinib,0,0.3,94.6614883322911,nM,nM,CAL-85-1
20,Olaparib,Trametinib,0,1,85.3602343415726,nM,nM,CAL-85-1
20,Olaparib,Trametinib,0,3,83.2472106111971,nM,nM,CAL-85-1
20,Olaparib,Trametinib,0,10,62.4131915874009,nM,nM,CAL-85-1
20,Olaparib,Trametinib,0,30,68.3770529572458,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1,0,101.889214363295,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1,0.03,90.9291380048053,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1,0.1,111.249712010006,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1,0.3,84.985024520291,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1,1,87.6904848105849,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1,3,81.0354474541685,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1,10,86.6240990027318,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1,30,51.4136194582497,nM,nM,CAL-85-1
20,Olaparib,Trametinib,3,0,105.878287200079,nM,nM,CAL-85-1
20,Olaparib,Trametinib,3,0.03,110.143830431491,nM,nM,CAL-85-1
20,Olaparib,Trametinib,3,0.1,97.1892176546095,nM,nM,CAL-85-1
20,Olaparib,Trametinib,3,0.3,90.0997268209196,nM,nM,CAL-85-1
20,Olaparib,Trametinib,3,1,87.019056709344,nM,nM,CAL-85-1
20,Olaparib,Trametinib,3,3,89.2900635223645,nM,nM,CAL-85-1
20,Olaparib,Trametinib,3,10,75.5850311029194,nM,nM,CAL-85-1
20,Olaparib,Trametinib,3,30,64.2299970378172,nM,nM,CAL-85-1
20,Olaparib,Trametinib,10,0,110.578283908765,nM,nM,CAL-85-1
20,Olaparib,Trametinib,10,0.03,90.3169535595563,nM,nM,CAL-85-1
20,Olaparib,Trametinib,10,0.1,106.253497021361,nM,nM,CAL-85-1
20,Olaparib,Trametinib,10,0.3,102.916104400487,nM,nM,CAL-85-1
20,Olaparib,Trametinib,10,1,104.100977520324,nM,nM,CAL-85-1
20,Olaparib,Trametinib,10,3,89.9812395089359,nM,nM,CAL-85-1
20,Olaparib,Trametinib,10,10,72.9388144686173,nM,nM,CAL-85-1
20,Olaparib,Trametinib,10,30,53.8031135832538,nM,nM,CAL-85-1
20,Olaparib,Trametinib,30,0,112.256854161867,nM,nM,CAL-85-1
20,Olaparib,Trametinib,30,0.03,103.469045189744,nM,nM,CAL-85-1
20,Olaparib,Trametinib,30,0.1,91.5215745647237,nM,nM,CAL-85-1
20,Olaparib,Trametinib,30,0.3,100.76358489945,nM,nM,CAL-85-1
20,Olaparib,Trametinib,30,1,83.6816640884705,nM,nM,CAL-85-1
20,Olaparib,Trametinib,30,3,88.0459467465359,nM,nM,CAL-85-1
20,Olaparib,Trametinib,30,10,81.0354474541685,nM,nM,CAL-85-1
20,Olaparib,Trametinib,30,30,51.2161406049436,nM,nM,CAL-85-1
20,Olaparib,Trametinib,100,0,111.466938748642,nM,nM,CAL-85-1
20,Olaparib,Trametinib,100,0.03,105.838791429418,nM,nM,CAL-85-1
20,Olaparib,Trametinib,100,0.1,104.29845637363,nM,nM,CAL-85-1
20,Olaparib,Trametinib,100,0.3,90.8303985781523,nM,nM,CAL-85-1
20,Olaparib,Trametinib,100,1,93.6345982950992,nM,nM,CAL-85-1
20,Olaparib,Trametinib,100,3,67.8043642826581,nM,nM,CAL-85-1
20,Olaparib,Trametinib,100,10,83.2274627258664,nM,nM,CAL-85-1
20,Olaparib,Trametinib,100,30,52.0258039034987,nM,nM,CAL-85-1
20,Olaparib,Trametinib,300,0,96.8732514893197,nM,nM,CAL-85-1
20,Olaparib,Trametinib,300,0.03,118.7934042063,nM,nM,CAL-85-1
20,Olaparib,Trametinib,300,0.1,121.103906789981,nM,nM,CAL-85-1
20,Olaparib,Trametinib,300,0.3,102.145936872593,nM,nM,CAL-85-1
20,Olaparib,Trametinib,300,1,76.216963433499,nM,nM,CAL-85-1
20,Olaparib,Trametinib,300,3,86.7228384293849,nM,nM,CAL-85-1
20,Olaparib,Trametinib,300,10,67.9425994799724,nM,nM,CAL-85-1
20,Olaparib,Trametinib,300,30,50.9594180956456,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1000,0,102.442155152552,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1000,0.03,91.3438435967482,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1000,0.1,93.6345982950992,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1000,0.3,72.8203271566336,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1000,1,87.0585524800053,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1000,3,82.1413290326828,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1000,10,80.2257841556133,nM,nM,CAL-85-1
20,Olaparib,Trametinib,1000,30,50.9594180956456,nM,nM,CAL-85-1
21,ABT-199,Trametinib,0,0,91.6795576473686,nM,nM,CAL-85-1
21,ABT-199,Trametinib,0,0.03,104.890892933548,nM,nM,CAL-85-1
21,ABT-199,Trametinib,0,0.1,86.1501497547971,nM,nM,CAL-85-1
21,ABT-199,Trametinib,0,0.3,100.013165256887,nM,nM,CAL-85-1
21,ABT-199,Trametinib,0,1,81.6673797847481,nM,nM,CAL-85-1
21,ABT-199,Trametinib,0,3,91.0081295461278,nM,nM,CAL-85-1
21,ABT-199,Trametinib,0,10,67.6858769706744,nM,nM,CAL-85-1
21,ABT-199,Trametinib,0,30,46.8913537175394,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1,0,96.7942599479972,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1,0.03,79.633347595695,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1,0.1,98.6110653984136,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1,0.3,90.5934239541849,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1,1,109.709376954218,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1,3,86.5253595760787,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1,10,79.9690616463154,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1,30,57.0615146628049,nM,nM,CAL-85-1
21,ABT-199,Trametinib,3,0,101.750979165981,nM,nM,CAL-85-1
21,ABT-199,Trametinib,3,0.03,98.4728302010993,nM,nM,CAL-85-1
21,ABT-199,Trametinib,3,0.1,97.9396372971728,nM,nM,CAL-85-1
21,ABT-199,Trametinib,3,0.3,100.09215679821,nM,nM,CAL-85-1
21,ABT-199,Trametinib,3,1,99.3812329263075,nM,nM,CAL-85-1
21,ABT-199,Trametinib,3,3,109.610637527565,nM,nM,CAL-85-1
21,ABT-199,Trametinib,3,10,97.4656880492381,nM,nM,CAL-85-1
21,ABT-199,Trametinib,3,30,53.6451305006089,nM,nM,CAL-85-1
21,ABT-199,Trametinib,10,0,109.334167132936,nM,nM,CAL-85-1
21,ABT-199,Trametinib,10,0.03,97.3274528519238,nM,nM,CAL-85-1
21,ABT-199,Trametinib,10,0.1,100.348879307507,nM,nM,CAL-85-1
21,ABT-199,Trametinib,10,0.3,101.39551723003,nM,nM,CAL-85-1
21,ABT-199,Trametinib,10,1,80.699733403548,nM,nM,CAL-85-1
21,ABT-199,Trametinib,10,3,95.6291347134911,nM,nM,CAL-85-1
21,ABT-199,Trametinib,10,10,101.454760886022,nM,nM,CAL-85-1
21,ABT-199,Trametinib,10,30,58.0686568146661,nM,nM,CAL-85-1
21,ABT-199,Trametinib,30,0,102.777869203173,nM,nM,CAL-85-1
21,ABT-199,Trametinib,30,0.03,93.1606490471645,nM,nM,CAL-85-1
21,ABT-199,Trametinib,30,0.1,99.0455188756871,nM,nM,CAL-85-1
21,ABT-199,Trametinib,30,0.3,105.443833722806,nM,nM,CAL-85-1
21,ABT-199,Trametinib,30,1,95.431655860185,nM,nM,CAL-85-1
21,ABT-199,Trametinib,30,3,89.7047691143073,nM,nM,CAL-85-1
21,ABT-199,Trametinib,30,10,85.2614949149195,nM,nM,CAL-85-1
21,ABT-199,Trametinib,30,30,51.7295856235395,nM,nM,CAL-85-1
21,ABT-199,Trametinib,100,0,104.831649277557,nM,nM,CAL-85-1
21,ABT-199,Trametinib,100,0.03,102.205180528585,nM,nM,CAL-85-1
21,ABT-199,Trametinib,100,0.1,102.382911496561,nM,nM,CAL-85-1
21,ABT-199,Trametinib,100,0.3,105.009380245532,nM,nM,CAL-85-1
21,ABT-199,Trametinib,100,1,98.6703090544054,nM,nM,CAL-85-1
21,ABT-199,Trametinib,100,3,94.0887996577033,nM,nM,CAL-85-1
21,ABT-199,Trametinib,100,10,85.9329230161604,nM,nM,CAL-85-1
21,ABT-199,Trametinib,100,30,50.3669815357272,nM,nM,CAL-85-1
21,ABT-199,Trametinib,300,0,85.6169568508706,nM,nM,CAL-85-1
21,ABT-199,Trametinib,300,0.03,100.467366619491,nM,nM,CAL-85-1
21,ABT-199,Trametinib,300,0.1,84.3333443043807,nM,nM,CAL-85-1
21,ABT-199,Trametinib,300,0.3,117.134581838528,nM,nM,CAL-85-1
21,ABT-199,Trametinib,300,1,95.0366981535727,nM,nM,CAL-85-1
21,ABT-199,Trametinib,300,3,86.5846032320706,nM,nM,CAL-85-1
21,ABT-199,Trametinib,300,10,74.4988974097357,nM,nM,CAL-85-1
21,ABT-199,Trametinib,300,30,41.7174077609189,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1000,0,104.041733864332,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1000,0.03,97.2879570812625,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1000,0.1,105.977026626732,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1000,0.3,95.8266135667972,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1000,1,115.001810222822,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1000,3,90.2379620182339,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1000,10,87.4930059572787,nM,nM,CAL-85-1
21,ABT-199,Trametinib,1000,30,41.7174077609189,nM,nM,CAL-85-1
22,SCH772984,Trametinib,0,0,96.2610670440707,nM,nM,CAL-85-1
22,SCH772984,Trametinib,0,0.03,111.861896455255,nM,nM,CAL-85-1
22,SCH772984,Trametinib,0,0.1,93.3976236711319,nM,nM,CAL-85-1
22,SCH772984,Trametinib,0,0.3,124.085837474904,nM,nM,CAL-85-1
22,SCH772984,Trametinib,0,1,103.034591712471,nM,nM,CAL-85-1
22,SCH772984,Trametinib,0,3,95.2341770068789,nM,nM,CAL-85-1
22,SCH772984,Trametinib,0,10,84.3135964190501,nM,nM,CAL-85-1
22,SCH772984,Trametinib,0,30,49.3795872691966,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1,0,109.492150215581,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1,0.03,105.226606984169,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1,0.1,119.820294243491,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1,0.3,95.8068656814666,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1,1,99.9341737155646,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1,3,87.0980482506665,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1,10,92.4299772899319,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1,30,54.8497515057763,nM,nM,CAL-85-1
22,SCH772984,Trametinib,3,0,101.158542606063,nM,nM,CAL-85-1
22,SCH772984,Trametinib,3,0.03,107.497613797189,nM,nM,CAL-85-1
22,SCH772984,Trametinib,3,0.1,88.7766185037686,nM,nM,CAL-85-1
22,SCH772984,Trametinib,3,0.3,117.588783201132,nM,nM,CAL-85-1
22,SCH772984,Trametinib,3,1,95.8068656814666,nM,nM,CAL-85-1
22,SCH772984,Trametinib,3,3,104.792153506895,nM,nM,CAL-85-1
22,SCH772984,Trametinib,3,10,71.2602442155153,nM,nM,CAL-85-1
22,SCH772984,Trametinib,3,30,50.4262251917191,nM,nM,CAL-85-1
22,SCH772984,Trametinib,10,0,115.357272158773,nM,nM,CAL-85-1
22,SCH772984,Trametinib,10,0.03,111.763157028601,nM,nM,CAL-85-1
22,SCH772984,Trametinib,10,0.1,104.713161965573,nM,nM,CAL-85-1
22,SCH772984,Trametinib,10,0.3,97.4261922785768,nM,nM,CAL-85-1
22,SCH772984,Trametinib,10,1,106.589211071981,nM,nM,CAL-85-1
22,SCH772984,Trametinib,10,3,97.9396372971728,nM,nM,CAL-85-1
22,SCH772984,Trametinib,10,10,84.2938485337195,nM,nM,CAL-85-1
22,SCH772984,Trametinib,10,30,46.1804298456374,nM,nM,CAL-85-1
22,SCH772984,Trametinib,30,0,90.0602310502584,nM,nM,CAL-85-1
22,SCH772984,Trametinib,30,0.03,114.745087713524,nM,nM,CAL-85-1
22,SCH772984,Trametinib,30,0.1,94.3850179376625,nM,nM,CAL-85-1
22,SCH772984,Trametinib,30,0.3,99.4207286969687,nM,nM,CAL-85-1
22,SCH772984,Trametinib,30,1,95.7278741401442,nM,nM,CAL-85-1
22,SCH772984,Trametinib,30,3,89.2900635223645,nM,nM,CAL-85-1
22,SCH772984,Trametinib,30,10,49.8140407464701,nM,nM,CAL-85-1
22,SCH772984,Trametinib,30,30,34.9241352071882,nM,nM,CAL-85-1
22,SCH772984,Trametinib,100,0,94.8589671855972,nM,nM,CAL-85-1
22,SCH772984,Trametinib,100,0.03,88.8951058157522,nM,nM,CAL-85-1
22,SCH772984,Trametinib,100,0.1,84.5703189283481,nM,nM,CAL-85-1
22,SCH772984,Trametinib,100,0.3,95.530395286838,nM,nM,CAL-85-1
22,SCH772984,Trametinib,100,1,82.9707402165685,nM,nM,CAL-85-1
22,SCH772984,Trametinib,100,3,53.1909291380048,nM,nM,CAL-85-1
22,SCH772984,Trametinib,100,10,41.3224500543067,nM,nM,CAL-85-1
22,SCH772984,Trametinib,100,30,27.8148964881677,nM,nM,CAL-85-1
22,SCH772984,Trametinib,300,0,79.7123391370174,nM,nM,CAL-85-1
22,SCH772984,Trametinib,300,0.03,78.9026758384623,nM,nM,CAL-85-1
22,SCH772984,Trametinib,300,0.1,78.5274660171807,nM,nM,CAL-85-1
22,SCH772984,Trametinib,300,0.3,66.6589869334825,nM,nM,CAL-85-1
22,SCH772984,Trametinib,300,1,47.3850508508047,nM,nM,CAL-85-1
22,SCH772984,Trametinib,300,3,35.6745548497515,nM,nM,CAL-85-1
22,SCH772984,Trametinib,300,10,30.2241384985025,nM,nM,CAL-85-1
22,SCH772984,Trametinib,300,30,23.5296053714248,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1000,0,53.1514333673436,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1000,0.03,43.0800118487312,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1000,0.1,44.6993384458414,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1000,0.3,32.9888424447882,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1000,1,26.6695191389922,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1000,3,23.6875884540697,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1000,10,28.5455682454004,nM,nM,CAL-85-1
22,SCH772984,Trametinib,1000,30,23.5296053714248,nM,nM,CAL-85-1
23,Entinostat,Trametinib,0,0,126.791297765198,nM,nM,CAL-85-1
23,Entinostat,Trametinib,0,0.03,123.532896685647,nM,nM,CAL-85-1
23,Entinostat,Trametinib,0,0.1,94.9577066122503,nM,nM,CAL-85-1
